Strain,Time,AA,CS,spp_short,spp_short_2,Family,Fam_col
Clostridium scindens,2,0.000137589,Fructose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,2,0.000122673,Fucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000241353,Arabinose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000253993,Citrate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,0.000179889,Glycerol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,0,Lactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.000607025,Acetate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,3,2.69024388883465e-05,Sorbitol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,0.000215638,Acetate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,0.000264763,Arabinose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,0.000190174,Citrate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000353578,Lactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,16,0.000552405,Acetate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,0.000103848,Fucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,7.64203114405594e-05,Fructose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,0.000213253,Galactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,7.40828682590799e-05,Glucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000514639,Lactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000322794,Maltose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,0.000126898,Lactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.00045824,Fructose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.000370289,Fucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.000392496,Fumarate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.001230198,Galactitol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.000506635,Galactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.000440852,Glucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,6.18744281227244e-05,Fructose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,12,0.000349762,Lactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,34,0.00040609,Acetate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000513224,Glycerol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,8.77363232812343e-05,Fumarate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,0.000113255,Galactitol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,0.000101421,Galactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,3,0,Fructose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,3,0,Fucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000131744,Galactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000691837,Rhamnose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000575582,Ribose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,0,Citrate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,4.410666152138e-05,Galactitol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000863433,Sucrose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000451612,ddH2O,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,9.1517218313981e-05,Fucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000336203,Fumarate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,0.000127868,Galactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,0,Glucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,0.000113449,Glucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.000610444,Glucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,0.000129676,Lactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000320583,Glucose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000338473,Glycerol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,3.02242588864082e-05,Glycerol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,4,0,Fumarate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,8,0.000366116,Acetate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,6,0.000139535,Fumarate,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,48,0.00064622,Galactose,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,0.5,8.0436950837029e-05,Glycerol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,7,0.000401896,Galactitol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium scindens,5,6.65554963028068e-05,Galactitol,C. scindens,Csc,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.013184209,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.003448176,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.011882267,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.012300439,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.012144454,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.013505934,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.015976241,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002589029,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.012330627,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.002198835,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.025531839,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.010480796,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.010837193,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.012072401,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.008472878,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.008838752,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.010953683,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.010820343,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.013269611,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.003930943,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.002996223,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.01124583,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.01843226,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.012630066,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.007747329,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.010518398,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.003924358,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.007517223,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.011570525,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.01296269,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.011810478,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.01480624,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.012075072,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.015040084,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.014511745,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.012990538,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.017953613,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.007574758,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.00948324,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.012639111,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.012568514,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.014333973,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.017415532,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.006396,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.008299014,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.017275118,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.008519201,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.019589799,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.012761543,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.008540232,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.015308006,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.012702409,Arabinose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.034546181,Citrate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.012569053,Fructose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.010648515,Fucose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.013654206,Fumarate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.021769052,Galactitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.016954778,Galactose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.014819518,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.011969912,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.012847418,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.011572431,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.007686542,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.002970387,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.001899369,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.001848634,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.001942803,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.002708383,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.002475075,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.002247584,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.013144007,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.008413172,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.018189987,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.006427712,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.010787703,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.018198334,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.012051867,Fumarate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.02245214,Galactitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.012744591,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.009615477,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.02457001,Glycerol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.011080491,Lactose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.010090583,Maltose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.017355797,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.007375454,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.004893143,Maltose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.004976492,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.004910071,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.004384232,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.004144406,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.003973231,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.01534584,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.012370837,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.005075717,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.004236243,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,1,0.003945411,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.005390657,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.006854612,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.003513439,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.003640764,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.005521207,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.005218525,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.0063998,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,5,0.005851332,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.020377709,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.009308331,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.018268973,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.007074704,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,10,0.012693744,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.012707297,Fucose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.015334728,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.02306845,Galactitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.013348294,Galactose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.011874379,Glucose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.022612246,Glycerol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.010307703,Lactose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.008529946,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.020223754,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.015147035,Galactose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,20,0.013400645,Glucose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002836833,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002596622,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002706072,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002444594,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002251139,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.012518383,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.012779841,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002418904,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002270452,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.005598159,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.009589353,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.00674208,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.005651826,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.007603664,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.007498116,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.009848182,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,6,0.009435108,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.013334389,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.008403338,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.01424704,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.007586466,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.014567308,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.011367697,Fucose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.013620222,Fumarate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.025335621,Galactitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.01583801,Galactose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.014458858,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.010331131,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,12,0.012680246,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.012460769,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,24,0.012982963,Fumarate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.016517746,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.008974137,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.012463121,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.009869664,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.013790477,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.011375143,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,34,0.011276556,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002388496,Maltose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,2,0.002778107,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,3,0.001211586,ddH2O,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.012062118,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,7,0.008727942,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.020166259,Arabinose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.034292069,Citrate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.011468068,Fructose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.011795465,Fucose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.013074373,Fumarate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.020501042,Galactitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.011564761,Galactose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.011047473,Glucose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,16,0.011454054,Maltose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.005856871,Maltose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.004889067,Mannitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.004859518,Mannose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.004964093,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.003255179,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.00369652,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.003529378,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.00386789,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.005718307,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.004020455,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,0.5,0.00409716,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.004586293,Maltose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.018392387,Melibiose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.009632666,Oxaloacetate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.013306772,Pyruvate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.008846722,Rhamnose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.014779281,Ribose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.011181843,Sorbitol,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,48,0.010278392,Succinate,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,4,0.00293286,Sucrose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
Clostridium symbiosum,8,0.008948717,Maltose,C. symbiosum,Csy,Lachnospiraceae,darkolivegreen3
