Strain,Time,AA,CS,spp_short,spp_short_2,Family,Fam_col
Blautia producta,2,0.001974393,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002166037,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002179673,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002963445,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.00378644,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002538687,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002371645,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002258006,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.00192156,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002484674,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.005353815,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.006994941,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002287113,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002555267,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.001968105,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.005986021,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.006191548,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.023876216,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.007994822,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.004479006,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.018598968,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.003442287,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.01486857,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.00493025,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.011299001,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.005109625,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.011531881,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.01042458,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.003243176,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.002707612,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000458168,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002590664,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.003189791,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.003160244,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.005234736,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.020684023,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.003080244,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.008695754,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.007348758,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.000338353,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.004215099,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002297525,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.004201731,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002630523,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002799625,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.011720086,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002799709,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.007098815,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.001898381,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.006598852,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.003261548,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.023801641,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.009147876,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.013313844,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.004939058,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.003893185,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.011472889,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.009235932,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.009140076,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.0052986,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000492942,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.002571096,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.008197851,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.007757154,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.025068927,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.016786039,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.001717232,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.010896957,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.000307558,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000753674,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.003545426,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.007643119,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000691376,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.007275519,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002285222,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.004542032,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.014930852,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.007349401,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.005894823,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.007881508,Ribose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.003453942,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.011197787,Sorbitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000520883,Citrate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.002979354,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000814872,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.00069403,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.001044869,Maltose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000622024,Fucose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000891826,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000516936,Acetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.00074859,Arabinose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.001840985,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000594482,Fructose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.001083347,Maltose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.002822509,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000578972,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000789004,ddH2O,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001201866,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001592663,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001502156,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.0008103,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.000988671,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000852797,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.00060901,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001133095,Sorbitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000654799,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.000918417,ddH2O,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,10,0.008061534,Ribose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.002054713,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.00503923,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000545007,Acetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000827435,Arabinose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000643453,Citrate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000731416,Fructose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000760317,Fucose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.002690867,Succinate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.006448078,Sucrose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,24,0.004476761,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,24,0.007403638,Ribose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,24,0.008719292,Sorbitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,24,0.00307292,Succinate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,10,0.008721382,Sorbitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000982826,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000846615,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,2,0.000942386,ddH2O,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,6,0.003377711,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000806076,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,6,0.004174971,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,6,0.001548506,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,6,0.001430416,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000972639,ddH2O,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,5,0.002440975,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,5,0.002013505,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,5,0.002386447,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,1,0.000855397,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,5,0.000951601,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,5,0.001719251,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000929993,Acetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000688128,Arabinose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.00064647,Citrate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.00091281,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000693752,Fucose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.00088321,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001418372,Ribose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,10,0.002378719,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,10,0.002047378,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,10,0.004773916,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000920874,Maltose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000731894,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.00097654,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000713507,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.00063933,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000600291,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000646705,Rhamnose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,24,0.007428217,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,24,0.002963736,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,24,0.00317931,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.000753962,ddH2O,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,7,0.003404775,Mannitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,7,0.003913417,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,7,0.005558866,Melibiose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,7,0.001406762,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,7,0.001717716,Pyruvate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000778056,Fumarate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000752758,Galactitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.00077516,Galactose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,6,0.001988955,Mannose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000632633,Glycerol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.00092442,Lactose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001369196,Acetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001230249,Arabinose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001170965,Citrate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001474851,Fructose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001095852,Fucose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,5,0.001109479,Oxaloacetate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000654269,Ribose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000894864,Sorbitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000718067,Succinate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,0.5,0.000699036,Sucrose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.002069576,Maltose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,3,0.001000303,Fructose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.002676061,Citrate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.003830332,Fructose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.003925199,Fucose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.001697059,Fumarate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.003084188,Galactitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.003404323,Galactose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001050033,Succinate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,4,0.001381602,Sucrose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.004022593,Maltose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.005983361,Arabinose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.004730236,Citrate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.005469738,Fructose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.00552086,Fucose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.002127022,Fumarate,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.011241837,Galactitol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.004764641,Galactose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.004319027,Glucose,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,20,0.010366855,Glycerol,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
Clostridium clostridioforme,8,0.00277216,ddH2O,C. clostridioforme,Cc,Lachnospiraceae,darkolivegreen3
